esrb_game_id,title,esrb,developer,publisher,release_date,source
1303,The Council - Episode 2 - Hide And Seek,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1304,"Walden, a game",E,,,,kaggle:imohtn/video-games-rating-by-esrb
1305,Welcome to Hanwell,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1306,Wizard of Legend,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1307,Yakuza: Kiwami 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1308,Game Tengoku CruisinMix,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1309,MXGP PRO,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1310,Grim Legends 3: The Dark City,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1311,Race The Sun,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1312,ACA NEOGEO SUPER SIDEKICKS 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1313,Laser League,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1314,Subaeria,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1315,2MD VR Football,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1316,Conan Exiles,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1317,CoolpaintrVR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1318,Death Road to Canada,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1319,Hyper Sentinel,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1320,Inksplosion,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1321,Lunch Truck Tycoon 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1322,Megadimension Neptunia VIIR,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1323,Raging Justice,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1324,Tacoma,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1325,Trailblazers,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1326,Tyr: Chains of Valhalla,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1327,Warface,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1328,NEW GUNDAM BREAKER,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1329,City of Brass,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1330,Deiland,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1331,ACA NEOGEO STAKES WINNER,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1332,Through the Woods,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1333,HIVE: Altenum Wars,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1334,Hex Tunnel Touch,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1335,Guns of Icarus Alliance,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1336,Cluster Tumble,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1337,Detroit: Become Human,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1338,Killing Floor: Incursion,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1339,Omega Labyrinth Z,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1340,Pirate Flight (VR),E,,,,kaggle:imohtn/video-games-rating-by-esrb
1341,Super Mega Baseball 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1342,Dragon's Crown Pro,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1343,Hitman: Definitive Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1344,Mega Man X Legacy Collection,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1345,Mega Man X Legacy Collection 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1346,Shaq Fu: A Legend Reborn,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1347,NOBUNAGA'S AMBITION: Taishi,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1348,Ruiner,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1349,Dream Angling,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1350,ACA NEOGEO GHOST PILOTS,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1351,Home Run Derby VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1352,Spacejacked,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1353,Survive! Mr.CUBE (US Ver.),ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1354,Code51: Mecha Arena,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1355,Dead Secret,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1356,Devious Dungeon,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1357,Emily Wants to Play Too,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1358,Jolt Family Robot Racer,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1359,Just In Time Incorporated,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1360,Pic-a-Pix Color,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1361,The Swords of Ditto,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1362,To Leave,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1363,Virry VR: Wild Encounters,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1364,The Elder Scrolls Online: Summerset,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1365,ACA NEOGEO SAMURAI SHODOWN IV,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1366,Drive On Moscow,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1367,Phantom Trigger,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1368,The Crew 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1369, DARK SOULS™: REMASTERED,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1370,Casey Powell Lacrosse 18,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1371,Dragooned,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1372,Harvest Moon: Light of Hope Special Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1373,Thimbleweed Park,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1374,Aaero,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1375,Dusty Raging Fist,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1376,ACA NEOGEO Gururin,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1377,No Heroes Here,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1378,Rogue Aces,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1379,League of Evil,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1380,Masters of Anima,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1381,Project Nimbus: CODE MIRAI,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1382,Regalia: Of Men and Monarchs - Royal Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1383,RICK AND MORTY: VIRTUAL RICK-ALITY,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1384,Starlit Adventures,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1385,SUPER AMAZEBALLS,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1386,Super Daryl Deluxe,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1387,Time Carnage,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1388,Frostpunk,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1389,Mages of Mystralia,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1390,Dead Ahead: Zombie Warfare,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1391,Flight of Light,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1392,Gal*Gun 2 ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1393,Impact Winter,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1394,Raining Coins,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1395,Rememoried,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1396,Bunny Must Die! Chelsea and the 7devils.,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1397,DAN-GUN Feveron,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1398,Dead Land,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1399,Metropolis: Lux Obscura,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1400,ACA NEOGEO SENGOKU 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1401,AO International Tennis,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1402,Crisis on the Planet of the Apes,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1403,Epic Dumpster Bear,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1404,Infernium,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1405,Island Time,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1406,Minit,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1407,OF MICE AND SAND -REVISED-,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1408,Pillars of Eternity II: Deadfire,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1409,Preta: Vendetta Rising,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1410,Reverie,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1411,The Adventure Pals,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1412,THE KING OF FIGHTERS '97 GLOBAL MATCH,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1413,Adventure Time Pirates of Enchiridion,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1414,Moonlighter,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1415,BlazBlue: Cross Tag Battle,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1416,Vampyr,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1417,Momodora: Reverie Under the Moonlight,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1418,Starbound,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1419,Code: Realize ~Bouquet of Rainbows~,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1420,Kero Blaster,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1421,Ace of Seafood,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1422,Alchemist's Castle,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1423,Ark Park,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1424,Batman: The Enemy Within - Episode 5: Same Stitch,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1425,A Way Out,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1426,L.A. Noire: The VR Case Files,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1427,"Warhammer 40,000: Inquisitor - Martyr",M,,,,kaggle:imohtn/video-games-rating-by-esrb
1428,ACA NEOGEO WAKU WAKU 7,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1429,VR FC (Virtual Reality Football Club),E,,,,kaggle:imohtn/video-games-rating-by-esrb
1430,Assassin's Creed Rogue Remastered,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1431,Lunar Stone: Origin of Blood,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1432,Minefield,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1433,Where are my friends?,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1434,World of Warriors,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1435,ASSAULT GUNNERS HD EDITION,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1436,AUDIOBEATS,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1437,Don't Bite Me Bro!,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1438,EARTHLOCK,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1439,Floor Plan,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1440,Mahjong Gold,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1441,Octahedron,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1442,RollerCoaster Tycoon Joyride,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1443,Zeus Quest Remastered,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1444,Earthfall,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1445,RICK AND MORTY: VIRTUAL RICK-ALITY ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1446,Musynx,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1447,Kill The Bad Guy,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1448,Burnout Paradise Remastered,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1449,Far Cry 3 Classic Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1450,GAL*GUNVOLT BURST,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1451,Super Bomberman R,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1452,The American Dream,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1453,Cruz Brothers,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1454,Q.U.B.E. 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1455,Tesla vs Lovecraft,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1456,The 25th Ward: The Silver Case,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1457,The Council - Episode 1 - The Mad Ones,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1458,The Long Reach,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1459,The Sims™ 4 My First Pet Stuff Pack,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1460,One Eyed Kutkh,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1461,ACA NEOGEO REAL BOUT FATAL FURY 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1462,Damascus Gear Operation Osaka HD Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1463,DJMAX RESPECT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1464,Fear Effect Sedna,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1465,Midnight Deluxe,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1466,NORTH,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1467,Rangi,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1468,Way of the Passive Fist,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1469,ACA NEOGEO SHOCK TROOPERS 2nd Squad,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1470,Shining Resonance Refrain,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1471,Bridge Constructor Portal,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1472,Perfect Angle,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1473,The Raven Remastered,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1474,Abo Khashem,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1475,Blasters of the Universe,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1476,de Blob 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1477,Frantics,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1478,Heroine Anthem Zero Episode 1,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1479,Hex Tunnel,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1480,Immortal Redneck,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1481,Konrad the Kitten,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1482,Moss,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1483,Mulaka,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1484,RESTLESS SPIRIT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1485,RiftStar Raiders,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1486,Timothy vs the Aliens,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1487,R.B.I. Baseball 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1488,ACA NEOGEO MAGICAL DROP III,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1489,Little Adventure on the Prairie,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1490,Suicide Guy,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1491,Apex Construct,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1492,Deadbolt,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1493,Defender's Quest: Valley of the Forgotten (DX),T,,,,kaggle:imohtn/video-games-rating-by-esrb
1494,Run Dorothy Run,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1495,Symmetry,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1496,Tiles,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1497,Premium Pool Arena,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1498,The Station,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1499,MLB The Show 18,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1500,Fe,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1501,Guilt Battle Arena,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1502,The Witch and the Hundred Knight 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1503,ACA NEOGEO THE LAST BLADE 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1504,Drunkn Bar Fight,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1505,Knockout League,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1506,Mahjong Carnival,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1507,Pinstripe,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1508,Pop-Up Pilgrims,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1509,Schacht,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1510,"Slice, Dice & Rice",M,,,,kaggle:imohtn/video-games-rating-by-esrb
1511,Sprint Vector,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1512,The Fall Part 2: Unbound,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1513,True Fear: Forsaken Souls - Part 1,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1514,Tom Clancy's Rainbow Six Siege: Advanced Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1515,South Park: The Stick of Truth,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1516,MX vs ATV All Out,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1517,Devil May Cry HD Collection,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1518,Under Night In-Birth Exe:Late[st] ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1519,Aegis Defenders,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1520,ACA NEOGEO BLAZING STAR,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1521,Crossing Souls,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1522,ACA NEOGEO SAMURAI SHODOWN III,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1523,Bleed 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1524,Dandara,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1525,Dragon Sinker,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1526,Happy Drummer,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1527,Happy Drummer VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1528,Inception VR,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1529,Marooners,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1530,Frutakia 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1531,Nightmares from the Deep 3: Davy Jones,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1532,>Observer_,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1533,Atelier Lydie and Suelle: The Alchemists and the Mysterious Paintings,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1534,EA Sports UFC3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1535,Extinction,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1536,God of War,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1537,Cold Iron,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1538,Titan Quest,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1539,Wonder Boy: The Dragon's Trap,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1540,BRIKS 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1541,Mercenary Kings,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1542,Out Of Ammo,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1543,Pierhead Arcade,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1544,Railway Empire,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1545,Strikers Edge,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1546,Wulverblade,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1547,Drift Zone,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1548,Celeste,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1549,ACA NEOGEO SHOCK TROOPERS,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1550,Laws of Machine,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1551,Wild Turkey Hunter,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1552,Mutant Football League,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1553,Batman: The Enemy Within - Episode 4: What Ails You,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1554,Iconoclasts,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1555,SWORD ART ONLINE: FATAL BULLET,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1556,The aquatic Adventure of the Last Human,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1557,The Inpatient,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1558,RENTO FORTUNE,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1559,ACA NEOGEO POWER SPIKES II,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1560,StarDrone,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1561,Croixleur Sigma,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1562,Albert & Otto,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1563,Beholder Complete Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1564,InnerSpace,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1565,Kerbal Space Program,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1566,Portal Of Evil,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1567,Scribblenauts Showdown,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1568,State of Mind,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1569,Surviving Mars,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1570,Flipy's Tesla! Let's invent the future,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1571,ACA NEOGEO THE KING OF FIGHTERS '98,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1572,Owlboy,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1573,Energy Invasion,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1574,Little Red Lie,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1575,Plox Neon,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1576,Ni no Kuni II: REVENANT KINGDOM,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1577,FINAL FANTASY XV ROYAL EDITION,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1578,Street Fighter: 30th Anniversary Collection,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1579,Metal Gear Survive,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1580,Far Cry 5,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1581,TINY METAL,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1582,Attack on Titan 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1583,RollerCoaster Legends,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1584,The BIT.TRIP,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1585,Gravel,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1586,SHINY,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1587,Secret of Mana,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1588,Fallen Legion: Sins of an Empire,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1589,Home,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1590,Dynasty Warriors® 9,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1591,Defunct,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1592,ACA NEOGEO METAL SLUG 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1593,The Metronomicon: Slay the Dance Floor,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1594,Typoman,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1595,Shooty Fruity,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1596,Life is Strange: Before the Storm,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1597,Dustoff Heli Rescue 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1598,CAT Interstellar,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1599,36 Fragments of Midnight,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1600,Accounting+,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1601,Atari Flashback Classics Volume 3,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1602,Gunhouse,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1603,Minecraft: Story Mode - Season Two - Episode 5: Above and Beyond,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1604,Ultrawings,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1605,VirtuGO,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1606,VR The Diner Duo,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1607,Xenon Valkyrie+,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1608,Circuits,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1609,Life is Strange: Before the Storm Episode 3,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1610,Monster Energy Supercross - The Official Videogame,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1611,Firefighters: Plant Fire Department,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1612,Digimon Story: Cyber Sleuth - Hacker's Memory,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1613,Hammerwatch,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1614,Romancing SaGa 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1615,Gorogoa,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1616,Lethal League,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1617,Dragon's Lair Trilogy,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1618,Dynasty Feud,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1619,Fallen A2P Protocol,M,,,,kaggle:imohtn/video-games-rating-by-esrb
1620,Gang Beasts,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1621,Nine Parchments,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1622,One More Dungeon,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1623,The Rabbit Hole,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1624,Ultimate Chicken Horse,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
1625,Vegas Party,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1626,What Remains of Edith Finch,T,,,,kaggle:imohtn/video-games-rating-by-esrb
1627,LocoRoco 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1628,Pure Farming 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
1629,Battlestar Galactica Deadlock,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
